Method,Dataset,Preference,Initialization,Beta Friend,Beta Enemy,Repetitions,Adjusted Rand Index,Adjusted Rand Index SD,Silhouette Score,Silhouette Score SD,Seconds,Seconds SD,Moves,Moves SD,Converged,Converged SD,Final Coalitions,Final Coalitions SD,Initial Adjusted Rand Index,Initial Adjusted Rand Index SD
LocPop,Cancer,AE,P,0.2,0.2,10,0.42374391907228404,0.0017796739641930334,0.062476328030264226,0.0039007410621060795,0.20080771999782882,0.014470815371407448,463.6,12.443472184241823,1.0,0.0,58.4,1.0198039027185568,0.00019113835077209666,0.0014411617805618298
LocPop,Cancer,AE,KM,0.2,0.2,10,0.42777818749068564,0.001757064278218619,0.05843322112983401,0.005291782647525413,0.09325838000513613,0.006300869126717193,206.1,3.419064199455752,1.0,0.0,60.1,0.7,0.5609745876606435,0.002816155795211776
LocPop,Cancer,AE,D,0.2,0.2,10,0.4241125336659515,0.0019576649157511342,0.06114389469722255,0.009649461406401343,0.14408496998948978,0.024267966851942307,304.5,1.5652475842498528,1.0,0.0,57.8,1.2489995996796797,0.0,0.0
LocPop,Cancer,B,S,0.25,0.35,10,0.19869685540055237,0.0010014221437164342,0.1989514116410034,0.010101998624006958,0.4941480599925853,0.028045493501247524,569.9,5.682429058070149,1.0,0.0,22.0,0.0,0.0,0.0
LocPop,Cancer,B,P,0.25,0.35,10,0.1978445168911578,0.0003325779421193438,0.21555448912794045,0.0066081885981211725,0.14554342000628823,0.014881604924394578,357.2,13.753544997563356,1.0,0.0,16.6,0.9165151389911681,-0.0004133117621906546,0.00021145100016852354
LocPop,Cancer,B,KM,0.25,0.35,10,0.1988257615288064,2.7755575615628914e-17,0.22710388077314278,4.6443961262081255e-17,0.07108079998288304,0.008176315776681198,147.6,1.2,1.0,0.0,15.0,0.0,0.3156662460838045,0.0020726682124534656
LocPop,Cancer,B,D,0.25,0.35,10,0.19789698974845166,0.0,0.21894977595488624,1.2412670766236365e-17,0.05458693000255153,0.00700191258568851,113.0,0.0,1.0,0.0,16.0,0.0,0.0,0.0
LocPop,Cancer,AF,S,0.25,0.35,10,0.20135698227424953,0.0010108609244980369,0.20380237448170627,0.004863876935829759,0.4834301300055813,0.03112427641543918,566.8,5.473572873361603,1.0,0.0,21.6,0.4898979485566356,0.0,0.0
LocPop,Cancer,AF,P,0.25,0.35,10,0.1993901446072359,0.0011075198606729866,0.2148526060524533,0.008439719804833852,0.1544873100006953,0.011822832542295856,356.9,15.546382215808281,1.0,0.0,16.8,0.8717797887081347,-0.000354343953765025,0.00026109184437484524
LocPop,Cancer,AF,KM,0.25,0.35,10,0.20224815809636848,4.872925561053565e-05,0.2264839161586179,0.004986798095865686,0.06723933999892324,0.003300688997417913,146.6,1.2,1.0,0.0,15.2,0.39999999999999997,0.31975184853489586,0.002066639339183296
LocPop,Cancer,AF,D,0.25,0.35,10,0.20022230461028187,0.0,0.21869562810758186,1.962615573354719e-17,0.05719858000520617,0.013012149567830538,113.0,0.0,1.0,0.0,16.0,0.0,0.0,0.0
LocPop,Cancer,AE,S,0.25,0.35,10,0.19806364911345176,0.0008200905800774338,0.20112013233185136,0.008357074044657598,0.4959363500005566,0.024062899324917234,568.8,6.2257529665093525,1.0,0.0,22.5,0.5,0.0,0.0
LocPop,Cancer,AE,P,0.25,0.35,10,0.19759760294151577,2.8142815255083385e-05,0.21817588224303103,0.006969508472966497,0.15125492999795825,0.016892815379152624,356.1,12.652667702899652,1.0,0.0,16.5,0.806225774829855,-0.00042241526269307247,0.0002331157760346622
LocPop,Cancer,AE,KM,0.25,0.35,10,0.19754340510440768,3.4770326666853846e-05,0.22180496304090958,0.0011081831866007004,0.06826888000941836,0.006542063773569565,152.0,1.5491933384829668,1.0,0.0,16.4,0.4898979485566356,0.3145527016491738,0.0020982521763878953
LocPop,Cancer,AE,D,0.25,0.35,10,0.19768019165399564,0.0,0.2258493759724264,2.3221980631040627e-17,0.05601013000123203,0.008565984668395026,111.0,0.0,1.0,0.0,15.0,0.0,0.0,0.0
LocPop,Cancer,B,S,0.4,0.4,10,0.05883367039254359,1.3438492307522194e-05,0.3452104679057094,0.0062076556995749,0.43327138999011366,0.02054581012563895,562.1,1.5132745950421556,1.0,0.0,8.2,0.4,0.0,0.0
LocPop,Cancer,B,P,0.4,0.4,10,0.05882845926521364,1.2004220494628897e-05,0.3482910541523493,0.00011123186429124299,0.13304050000151618,0.013823203489765906,313.9,10.28056418685278,1.0,0.0,8.0,0.0,2.1703863403893986e-05,0.00025803830493891005
LocPop,Cancer,B,KM,0.4,0.4,10,0.05884316137269948,0.0,0.3484272848076753,0.0,0.07375373000395484,0.0036019654440425796,173.8,1.6,1.0,0.0,8.0,0.0,0.10259569713700947,0.000671950181398251
LocPop,Cancer,B,D,0.4,0.4,10,0.05884316137269948,0.0,0.3484272848076753,0.0,0.024370299995644017,0.0011233313796991825,34.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0
LocPop,Cancer,AF,S,0.4,0.4,10,0.058921574364446005,0.00013401332250175988,0.350484711419998,0.003668894161134475,0.4281807400053367,0.02456488419131447,562.4,1.624807680927192,1.0,0.0,7.9,0.3,0.0,0.0
LocPop,Cancer,AF,P,0.4,0.4,10,0.05913476182727031,0.00019089730796490663,0.3566494957363219,0.005382700565773718,0.12679730001254938,0.0148751659639841,312.8,10.166612021711067,1.0,0.0,7.3,0.45825756949558405,3.460629282050301e-05,0.0002594008901455769
